gene	query	search_id	date	rank	paper_id	title	verdict	status
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	14	PMC3507808	A new metabolomic assay to examine inflammation and redox pathways following LPS challenge	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	15	PMC7891337	Frontline Science: LPS‐inducible SLC30A1 drives human macrophage‐mediated zinc toxicity against intracellular Escherichia coli	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	16	PMC7386301	Species-Specificity of Transcriptional Regulation and the Response to Lipopolysaccharide in Mammalian Macrophages	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	17	PMC2265428	Cationic Amino Acid Transporter-2 Regulates Immunity by Modulating Arginase Activity	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	18	PMC5868322	Downregulation of SLC7A7 Triggers an Inflammatory Phenotype in Human Macrophages and Airway Epithelial Cells	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	19	PMC12713647	Single-cell to pre-clinical evaluation of Trem2, Folr2, and Slc7a7 as macrophage-associated biomarkers for atherosclerosis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	20	PMC7232099	Solute Carrier Family 37 Member 2 (SLC37A2) Negatively Regulates Murine Macrophage Inflammation by Controlling Glycolysis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	21	PMC5788887	Role of SLC7A5 in Metabolic Reprogramming of Human Monocyte/Macrophage Immune Responses	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	22	PMC8702732	Hematopoietic Cell-Specific SLC37A2 Deficiency Accelerates Atherosclerosis in LDL Receptor-Deficient Mice	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	23	PMC6377304	Loss of Solute Carrier Family 7 Member 2 Exacerbates Inflammation-Associated Colon Tumorigenesis	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	24	PMC4051248	Expression and Regulation of the Proton-Coupled Oligopeptide Transporter PhT2 by LPS in Macrophages and Mouse Spleen	no	ok
Slc7a2	Slc7a2 (solute carrier family 7 (cationic amino acid transporter, y+ system), member 2) LPS macrophage	s_4dba9f90	2026-09-24T22:58:14Z	25	PMC11077379	Aberrant Expression of SLC7A11 Impairs the Antimicrobial Activities of Macrophages in Staphylococcus Aureus Osteomyelitis in Mice	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	1	PMC11702950	Macrophage autophagy protects against acute kidney injury by inhibiting renal inflammation through the degradation of TARM1	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	2	PMC12608911	Triggering Receptor Expressed on Myeloid Cells-1 (TREM-1) in Inflammation and Disease: Mechanisms, Therapeutic Potential, and Future Directions	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	3	PMC2394514	Expression analysis of G Protein-Coupled Receptors in mouse macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	4	PMC7053374	Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	5	PMC6543837	Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	6	PMC5775731	Expression of Siglec-E Alters the Proteome of Lipopolysaccharide (LPS)-Activated Macrophages but Does Not Affect LPS-Driven Cytokine Production or Toll-Like Receptor 4 Endocytosis	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	7	PMC13096691	Physical exercise mitigates chronic psychological stress‐induced vascular inflammation via the BDNF–Kif4–TARM1 axis	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	8	PMC7026307	Commentary: Triggering Receptor Expressed on Myeloid Cells-1 Inhibitor Targeted to Endothelium Decreases Cell Activation	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	9	PMC10653702	Gut microbiota and tumor-associated macrophages: potential in tumor diagnosis and treatment	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	10	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	11	PMC10167635	Induction of unique macrophage subset by simultaneous stimulation with LPS and IL-4	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	12	PMC3333514	Monocyte normal immune response to LPS stimulation	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	13	PMC11994614	Oral and transdermal administration of lipopolysaccharide safely enhances self-healing ability through the macrophage network	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	14	PMC9656053	A Global Picture of Molecular Changes Associated to LPS Treatment in THP-1 Derived Human Macrophages by Fourier Transform Infrared Microspectroscopy	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	15	PMC4637344	A New Triggering Receptor Expressed on Myeloid Cells (TREM) Family Member, TLT-6, is Involved in Activation and Proliferation of Macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	16	PMC9456100	Lipopolysaccharide from Porphyromonas gingivalis, but Not from Porphyromonas endodontalis, Induces Macrophage M1 Profile	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	17	PMC6514734	TET1 Knockdown Inhibits Porphyromonas gingivalis LPS/IFN-γ-Induced M1 Macrophage Polarization through the NF-κB Pathway in THP-1 Cells	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	18	PMC4695100	Hyperinflammation, T cells, and endotoxemia	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	19	PMC7386301	Species-Specificity of Transcriptional Regulation and the Response to Lipopolysaccharide in Mammalian Macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	20	PMC10091190	LPS combined with CD47mAb enhances the anti‑osteosarcoma ability of macrophages	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	21	PMC6312652	Inhibition of Triggering Receptor Expressed on Myeloid Cells 1 Ameliorates Inflammation and Macrophage and Neutrophil Activation in Alcoholic Liver Disease in Mice	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	22	PMC8289208	Lipopolysaccharide from biofilm-forming Pseudomonas aeruginosa PAO1 induces macrophage hyperinflammatory responses	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	23	PMC6801141	TREM‐1 deficiency attenuates the inflammatory responses in LPS‐induced murine endometritis	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	24	PMC6533032	Macrophage subsets exhibit distinct E. coli-LPS tolerisable cytokines associated with the negative regulators, IRAK-M and Tollip	no	ok
Tarm1	Tarm1 (T cell-interacting, activating receptor on myeloid cells 1) LPS macrophage	s_fed93e8a	2026-09-24T22:58:28Z	25	PMC10419197	Lipopolysaccharide Tolerance in Human Primary Monocytes and Polarized Macrophages	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	1	PMC9161769	Essential role of Rnd1 in innate immunity during viral and bacterial infections	yes	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	2	PMC3420873	Rho GTPase Expression in Human Myeloid Cells	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	3	PMC6696182	The RND1 Small GTPase: Main Functions and Emerging Role in Oncogenesis	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	4	PMC4777421	Deletion of Rac1GTPase in the Myeloid Lineage Protects against Inflammation-Mediated Kidney Injury in Mice	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	5	PMC2132722	A New Member of the Rho Family, Rnd1, Promotes Disassembly of Actin Filament Structures and Loss of Cell Adhesion	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	6	PMC8575873	RvD1 accelerates the resolution of inflammation by promoting apoptosis of the recruited macrophages via the ALX/FasL-FasR/caspase-3 signaling pathway	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	7	PMC3296313	Macrophage Migration and Its Regulation by CSF-1	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	8	PMC9656053	A Global Picture of Molecular Changes Associated to LPS Treatment in THP-1 Derived Human Macrophages by Fourier Transform Infrared Microspectroscopy	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	9	PMC3333514	Monocyte normal immune response to LPS stimulation	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	10	PMC6531833	Data in support of Rap2a GTPase expression, activation and effects in LPS-mediated innate immune response and NF-κB activation	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	11	PMC2196359	Mice Genetically Hyporesponsive to Lipopolysaccharide (LPS) Exhibit a Defect in Endocytic Uptake of LPS and Ceramide	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	12	PMC7386301	Species-Specificity of Transcriptional Regulation and the Response to Lipopolysaccharide in Mammalian Macrophages	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	13	PMC13199726	Exosomal miR-148a-3p from LPS-Activated Macrophages Promotes M1 Polarization and Ferroptosis-Related Characteristics of Recipient Macrophages by Reducing SLC7A11	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	14	PMC12402336	Macrophages form dendrite-like pseudopods to enhance bacterial ingestion	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	15	PMC5743190	Lipopolysaccharide-induced inflammation in monocytes/macrophages is blocked by liposomal delivery of Gi-protein inhibitor	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	16	bio_206e5a356c66	Mathematical modelling of activation-induced heterogeneity reveals cell state transitions underpinning macrophage responses to LPS	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	17	PMC9066768	Rho family GTPase 1 (RND1), a novel regulator of p53, enhances ferroptosis in glioblastoma	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	18	PMC9456100	Lipopolysaccharide from Porphyromonas gingivalis, but Not from Porphyromonas endodontalis, Induces Macrophage M1 Profile	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	19	PMC6909656	Role and mechanism of miR-144-5p in LPS-induced macrophages	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	20	PMC3764041	Differential Regulation of Rab GTPase Expression in Monocyte-Derived Dendritic Cells upon Lipopolysaccharide Activation: A Correlation to Maturation-Dependent Functional Properties	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	21	bio_eb0530776e54	Dynamic nucleosome redistribution and increases in nucleosome sensitivity underpin THP-1 macrophage response to LPS	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	22	PMC10857877	RND3 Potentiates Proinflammatory Activation through NOTCH Signaling in Activated Macrophages	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	23	PMC13398632	Lipopolysaccharide uptake is augmented in lipopolysaccharide‐tolerant mouse macrophage‐like cells via increased CD14 expression	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	24	PMC3214256	Impaired Rho GTPase activation abrogates cell polarization and migration in macrophages with defective lipolysis	no	ok
Rnd1	Rnd1 (Rho family GTPase 1) LPS macrophage	s_286f8682	2026-09-24T22:58:29Z	25	PMC8486773	Spatiotemporal proteomic profiling of the pro-inflammatory response to lipopolysaccharide in the THP-1 human leukaemia cell line	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	1	PMC2394514	Expression analysis of G Protein-Coupled Receptors in mouse macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	2	PMC10357040	Metabolite-sensing GPCRs controlling interactions between adipose tissue and inflammation	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	3	bio_24b6555f70b8	Hydroxycarboxylic acid receptor 2 (HCAR2/GPR109A) expression and signaling promotes the maintenance of an immunoinhibitory retinal environment	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	4	PMC5301212	Activated niacin receptor HCA2 inhibits chemoattractant-mediated macrophage migration via Gβγ/PKC/ERK1/2 pathway and heterologous receptor desensitization	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	5	PMC3356039	Biological Roles and Therapeutic Potential of Hydroxy-Carboxylic Acid Receptors	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	6	PMC11496569	The hydroxycarboxylic acid receptor HCA2 is required for the protective effect of ketogenic diet in epilepsy	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	7	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	8	PMC13253848	Dysregulation of macrophage lipid metabolism underlies intracellular bacterial neuroinvasion	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	9	PMC7053374	Corrigendum: Macrophage Polarization: Different Gene Signatures in M1(LPS+) vs. Classically and M2(LPS–) vs. Alternatively Activated Macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	10	PMC3333514	Monocyte normal immune response to LPS stimulation	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	11	PMC7379312	Histone deacetylase 2 is essential for LPS‐induced inflammatory responses in macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	12	PMC12957811	Anti-inflammatory and polarization-modulating effects of Houttuynia cordata in LPS-stimulated RAW264.7 macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	13	PMC12562522	HCX3 Mitigates LPS-Induced Inflammatory Responses in Macrophages by Suppressing the Activation of the NF-κB Signaling Pathway	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	14	PMC5583376	Expression and anti-inflammatory role of activin receptor-interacting protein 2 in lipopolysaccharide-activated macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	15	PMC3254936	Lipopolysaccharide alters expression of incretin receptors in monocytic and hepatocytic cell lines	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	16	PMC8784330	Signaling metabolite L-2-hydroxyglutarate activates the transcription factor HIF-1α in lipopolysaccharide-activated macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	17	PMC10049283	The Regulatory Roles of Ezh2 in Response to Lipopolysaccharide (LPS) in Macrophages and Mice with Conditional Ezh2 Deletion with LysM-Cre System	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	18	PMC7573489	Lactate Suppresses Macrophage Pro-Inflammatory Response to LPS Stimulation by Inhibition of YAP and NF-κB Activation  via  GPR81-Mediated Signaling	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	19	PMC10110401	HuR modulation counteracts lipopolysaccharide response in murine macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	20	PMC3936424	Methyl p-Hydroxycinnamate Suppresses Lipopolysaccharide-Induced Inflammatory Responses through Akt Phosphorylation in RAW264.7 Cells	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	21	PMC13398632	Lipopolysaccharide uptake is augmented in lipopolysaccharide‐tolerant mouse macrophage‐like cells via increased CD14 expression	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	22	PMC6199307	LncRNA HOTAIR regulates lipopolysaccharide-induced cytokine expression and inflammatory response in macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	23	PMC5627409	Selection of reliable reference genes for the normalisation of gene expression levels following time course LPS stimulation of murine bone marrow derived macrophages	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	24	PMC4655095	Lipopolysaccharide induces a downregulation of adiponectin receptors in-vitro and in-vivo	no	ok
Hcar2	Hcar2 (hydroxycarboxylic acid receptor 2) LPS macrophage	s_ae13a671	2026-09-24T22:58:31Z	25	PMC10049483	Macrophage-Specific Coxsackievirus and Adenovirus Receptor Deletion Enhances Macrophage M1 Polarity in CVB3-Induced Myocarditis	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	1	PMC9833968	LIPG is a novel prognostic biomarker and correlated with immune infiltrates in lung adenocarcinoma	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	2	PMC12955355	Regulatory roles of bioactive lipids in vascular homeostasis and remodeling	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	3	PMC6618071	LIPG‐promoted lipid storage mediates adaptation to oxidative stress in breast cancer	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	4	PMC1316069	Endothelial Lipase: A New Risk Factor for Atherosclerosis?	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	5	bio_c6ad21607925	Endothelial lipase facilitates low-density lipoprotein (LDL) uptake in LDL receptor deficiency by a heparan sulfate proteoglycan-dependent mechanism	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	6	PMC8426562	A host lipase prevents lipopolysaccharide-induced foam cell formation	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	7	bio_81ee94387dff	Angiopoietin like protein 3 regulates low-density lipoprotein transport through aortic endothelial cells via endothelial lipase	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	8	PMC7265491	Inhibition of LIPG phospholipase activity suppresses tumor formation of human basal-like triple-negative breast cancer	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	9	PMC6753242	Which is the Best Predictor for the Development of Atherosclerosis Among Circulating Lipoprotein Lipase, Hepatic Lipase, and Endothelial Lipase?	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	10	PMC3375090	Population-Based Resequencing of LIPG and ZNF202 Genes in Subjects with Extreme HDL Levels	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	11	PMC3234219	Mining the LIPG Allelic Spectrum Reveals the Contribution of Rare and Common Regulatory Variants to HDL Cholesterol	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	12	PMC2188426	Effects of activation on lipoprotein lipase secretion by macrophages. Evidence for autoregulation	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	13	PMC4378362	Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	14	PMC12326425	Effect of Interactions Between Endothelial Lipase Gene Polymorphisms and Traditional Cardiovascular Risk Factors on Coronary Heart Disease Susceptibility	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	15	PMC4822041	FoxA and LIPG endothelial lipase control the uptake of extracellular lipids for breast cancer growth	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	16	PMC13372918	Lipopolysaccharide-mediated macrophage polarization, conserved pathogenesis, and implications for peripheral neuropathy: a systematic review	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	17	PMC8129130	LIPG endothelial lipase and breast cancer risk by subtypes	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	18	PMC2394514	Expression analysis of G Protein-Coupled Receptors in mouse macrophages	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	19	PMC9002396	Lipid Metabolism in Inflammation and Immune Function	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	20	PMC9656053	A Global Picture of Molecular Changes Associated to LPS Treatment in THP-1 Derived Human Macrophages by Fourier Transform Infrared Microspectroscopy	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	21	PMC6694707	LIPG supports adaption to oxidative stress	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	22	PMC11405259	ZDHHC1 downregulates LIPG and inhibits colorectal cancer growth via IGF2BP1 Palmitoylation	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	23	PMC13172313	NCBP2 drives colorectal cancer growth and metastasis through LIPG-mediated lipid droplet accumulation	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	24	PMC3296002	Increased expression of endothelial lipase in symptomatic and unstable carotid plaques	no	ok
Lipg	Lipg (lipase G, endothelial type) LPS macrophage	s_00399aee	2026-09-24T22:58:32Z	25	PMC3607615	Genetic and Structure-Function Studies of Missense Mutations in Human Endothelial Lipase	no	ok
Hdc	Hdc (histidine decarboxylase) LPS macrophage	s_55621cf4	2026-09-24T22:58:25Z	1	PMC7379312	Histone deacetylase 2 is essential for LPS‐induced inflammatory responses in macrophages	no	ok
Hdc	Hdc (histidine decarboxylase) LPS macrophage	s_55621cf4	2026-09-24T22:58:25Z	2	PMC6359123	Histone Deacetylation Inhibitors as Therapy Concept in Sepsis	no	ok
Hdc	Hdc (histidine decarboxylase) LPS macrophage	s_55621cf4	2026-09-24T22:58:25Z	3	PMC4199742	HDAC6 Deacetylase Activity Is Critical for Lipopolysaccharide-Induced Activation of Macrophages	no	ok
