task_id,grader_slot,double_graded,gene,gene_names,rank,paper_id,link,title,quote_result,quote_context,grader,call,reason,where_in_paper,notes
T058,G2,,Il1a,Il1a; interleukin 1 alpha; Il-1a; IL1A; IL1F1; IL-1A; IL1-ALPHA; preinterleukin 1 alpha; hematopoietin-1; pro-interleukin-1-alpha,24,PMC4378362,https://pmc.ncbi.nlm.nih.gov/articles/PMC4378362/,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,"These ‒LPS-centric‒ clusters included chemokines (Ccl9, Ccl17, Ccl22, Ccl24, Cxcl1, Cxcl16, Cxcl3, Cxcl2, Cxcl1, Tnf); ILs (Il12a, Il12b, Il17rd, Il18, Il1a, Il12, Il6); IL receptor subunits (Il17rd, Il20rb, Il2ra); MAPK signaling components (Map3k10, Mapkapk2, Mapkbp1); members of the NF-ΗB transcription factor family: Bcl3, Rel, Rela, Relb; type I IFN signaling (Ifnb1, Ifnar1); Csf-1; and eight transcripts encoding zinc finger proteins.","Macrophage-derived bone-marrow derived macrophages from BALB/c mice were stimulated with 10 U/ml IFN-Β, 10 U/ml IFN-Γ, or 5 ng/ml LPS, and gene expression changes were analyzed across time-courses using whole genome microarrays.",,,,,
T005,G2,,Il1b,Il1b; interleukin 1 beta; IL-1B; IL-1beta; IL1B; IL1F2; IL1-BETA,12,PMC6375194,https://pmc.ncbi.nlm.nih.gov/articles/PMC6375194/,Responses of perivascular macrophages to circulating lipopolysaccharides in the subfornical organ with special reference to endotoxin tolerance,"One hour after LPS injection, enhanced expression of IL-1β was observed in the SFO.","Cryosections were immunostained with antibodies against IL-1β, the myeloid lineage cell marker Iba1, the outer basement membrane marker laminin-111, the astrocyte marker GFAP, and LPS.",,,,,
T030,G2,,Il6,"Il6; interleukin 6; Il-6; IL-6; BSF2; IFNB2; interferon, beta 2",13,PMC11784258,https://pmc.ncbi.nlm.nih.gov/articles/PMC11784258/,IRF3 Promotes Production of IL-6 and Nitric Oxide but Represses CCL22 in RAW264.7 Macrophage Cells Exposed to Lipopolysaccharides in Culture,"Moreover, IRF3 deficiency depressed the LPS-induced ISRE promoter activity and NO production but increased IL-6 and CCL22 in response to LPS.","RAW-Lucia (wt RAW) or IRF3KO-RAW-Lucia cells (3KO RAW) at 5×105 per well incubated overnight were stimulated with 100 ng or 500 ng E. coli LPS (Ec-LPS) or P. gingivalis LPS (Pg-LPS) or stimulated with 10 µg/mL of poly (I)C (IC10) for 24 h at 37 °C after which secreted luciferase activity (A), IL-6 (B and C), Nitric Oxide (NO) (D) and CCL22 (E and F) production were evaluated.",,,,,
T079,G2,yes,Inhba,Inhba; inhibin beta-A; activin beta-A; INHBA; inhibin subunit beta A,1,PMC12043092,https://pmc.ncbi.nlm.nih.gov/articles/PMC12043092/,Activin A activation of Smad3 mitigates innate inflammation in mouse models of psoriasis and sepsis,"Strikingly, the mRNA of Inhba (encoding activin A) and the protein levels of activin A were both markedly increased with a peak at 6 hours (Figure 2, A and B).",RT-qPCR analysis in macrophages stimulated by LPS.,,,,,
T056,G2,,Mmp13,Mmp13; matrix metallopeptidase 13; interstitial collagenase; Collagenase-3; collagenase-1; Mmp1; MMP-13; MMP13; CLG3; collagenase 3,3,PMC6249951,https://pmc.ncbi.nlm.nih.gov/articles/PMC6249951/,Regulation of matrix metalloproteinase-3 gene expression in inflammation: A molecular study,,,,,,,
T122,G2,,Mmp13,Mmp13; matrix metallopeptidase 13; interstitial collagenase; Collagenase-3; collagenase-1; Mmp1; MMP-13; MMP13; CLG3; collagenase 3,2,PMC6873576,https://pmc.ncbi.nlm.nih.gov/articles/PMC6873576/,Proinflammatory cytokines and lipopolysaccharides up regulate MMP-3 and MMP-13 production in Asian elephant (Elephas maximus) chondrocytes: attenuation by anti-arthritic agents,The results show that LPS at a 0.125 ΓΑ̇g/mL concentration significantly increased MMP3 and MMP13 mRNA levels as well as the levels of IL1B and IL6 while increasing the expression of the TNF-Α gene (TNFA) at a concentration of only 0.25 ΓΑ̇g/mL (Fig. 5).,"The chondrocytes were treated with LPS at various concentrations (0.125–1 ΓΑ̇g/mL) for 24 h, then mRNA levels were assessed by real-time RT-PCR.",,,,,
T127,G2,,Ptx3,Ptx3; pentraxin related gene; TSG-14; pentraxin 3; PTX3; TNFAIP5; long pentraxin 3; Tumor necrosis factor-inducible gene 14 protein,22,PMC5656716,https://pmc.ncbi.nlm.nih.gov/articles/PMC5656716/,Prenatal Exposure to Lipopolysaccharide Induces PTX3 Expression and Results in Obesity in Mouse Offspring,"L67: Our results show that the levels of mRNA and protein expression of PTX3 in the adipose tissue were significantly increased in the offspring mice of the LPS group at all weeks of age (p < 0.05) (Fig. 5a, b).","L56: Fig. 1: Characterization of maternal inflammation during pregnancy on the fat development and adipose distribution of offspring mice. Pregnant mice were administered intraperitoneally (i.p) with saline (NS group) or LPS (0.79 mg/kg, LPS group) at gestational 11 days.",,,,,
T113,G2,yes,Rsad2,"Rsad2; radical S-adenosyl methionine domain containing 2; Vig1; cig5; viperin; RSAD2; vig1; Viperin; virus-inhibitory protein, endoplasmic reticulum–associated, interferon-inducible",14,PMC6070531,https://pmc.ncbi.nlm.nih.gov/articles/PMC6070531/,Rsad2 is necessary for mouse dendritic cell maturation via the IRF7-mediated signaling pathway,"L21: The results showed that Rsad2 was expressed by mDCs (Fig. 1a, b, respectively). In addition, western blotting showed that mDCs expressed more Rsad2 protein than imDCs (Fig. 1c).",L21: These cells were treated with LPS to generate mDCs and mRNA was extracted for reverse transcriptase (RT)-PCR and real-time PCR.,,,,,
T041,G2,yes,Serpina3g,"Serpina3g; serine (or cysteine) peptidase inhibitor, clade A, member 3G; Spi2-1; Spi2/eb.1; alpha-1 antiproteinase,; alpha-1 antiproteinase; Spi2A; SERPINA3; serpin family A member 3; AACT; alpha-1 antichymotrypsin",1,PMC2817383,https://pmc.ncbi.nlm.nih.gov/articles/PMC2817383/,Comparative Analyses of Transcriptional Profiles in Mouse Organs Using a Pneumonic Plague Model after Infection with Wild-Type Yersinia pestis CO92 and Its Braun Lipoprotein Mutant,"Also upregulated in WT Y. pestis-infected mice were the IFN-g-regulated serine proteases Serpina3g and Serpina3n (Supplementary, Table 2), which can inhibit caspase-independent death [32] and assist in the development of memory CD8 T cells [33].","We employed Murine GeneChips to delineate the global transcriptional profiles of the livers, lungs, and spleens in a mouse pneumonic plague infection model with wild-type (WT) Y. pestis CO92 and its Braun lipoprotein (\u0394l p p) mutant with reduced virulence.",,,,,
T053,G2,yes,Serpina3g,"Serpina3g; serine (or cysteine) peptidase inhibitor, clade A, member 3G; Spi2-1; Spi2/eb.1; alpha-1 antiproteinase,; alpha-1 antiproteinase; Spi2A; SERPINA3; serpin family A member 3; AACT; alpha-1 antichymotrypsin",11,PMC9979126,https://pmc.ncbi.nlm.nih.gov/articles/PMC9979126/,N6-methyladenosine of Spi2a attenuates inflammation and sepsis-associated myocardial dysfunction in mice,"Moreover, LPS upregulated Spi2a expression in macrophages in a dose-dependent manner at both mRNA and protein levels (Fig. 1b, c and S1d, e), indicating Spi2a might play a critical role in activated macrophages upon LPS treatment.",,,,,,
T097,G2,,Serpina3g,"Serpina3g; serine (or cysteine) peptidase inhibitor, clade A, member 3G; Spi2-1; Spi2/eb.1; alpha-1 antiproteinase,; alpha-1 antiproteinase; Spi2A; SERPINA3; serpin family A member 3; AACT; alpha-1 antichymotrypsin",18,PMC6667695,https://pmc.ncbi.nlm.nih.gov/articles/PMC6667695/,Cooperative and distinct functions of MK2 and MK3 in the regulation of the macrophage transcriptional response to lipopolysaccharide,"Using this threshold, the heat maps further suggested that the regulatory pattern (wt > MK2−/−, MK2/3−/− > MK2−/−) observed for Ifnb1 is not only the case for Ifnb1, but also for other genes including genes like Ccl12, Iigp1, Serpina3f and Serpina3g (Supplemental Fig. S2g).","Bone marrow-derived macrophages (BMDM) were isolated from wild-type (wt), MK2-deficient (MK2−/−) and MK2/3-double-deficient (MK2/3−/−) mice and treated with 100 ng/ml LPS for 2 (a) or 6 (b) h.",,,,,
T035,G2,,Slamf1,Slamf1; signaling lymphocytic activation molecule family member 1; IPO-3; CD150; ESTM51; CDw150; Slam; SLAMF1; IPO3; SLAM,17,PMC11242706,https://pmc.ncbi.nlm.nih.gov/articles/PMC11242706/,Quantitative Proteomic Analysis of Macrophages Infected with Trypanosoma cruzi Reveals Different Responses Dependent on the SLAMF1 Receptor and the Parasite Strain,,,,,,,
T086,G2,,Slamf1,Slamf1; signaling lymphocytic activation molecule family member 1; IPO-3; CD150; ESTM51; CDw150; Slam; SLAMF1; IPO3; SLAM,9,PMC6963180,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963180/,SLAM Family Receptor Signaling in Viral Infections: HIV and Beyond,"On cells of myeloid lineage, including macrophages and DCs, SLAMF1 is typically expressed at a low level, but becomes up-regulated in response to pro-inflammatory stimuli such as LPS, IL-1̢, TNFα, and IL-6 (L22).",,,,,,
T108,G2,,Slamf1,Slamf1; signaling lymphocytic activation molecule family member 1; IPO-3; CD150; ESTM51; CDw150; Slam; SLAMF1; IPO3; SLAM,5,PMC5881497,https://pmc.ncbi.nlm.nih.gov/articles/PMC5881497/,SLAMF1 is required for TLR4-mediated TRAM-TRIF–dependent signaling in human macrophages,"LPS stimulation increased the surface expression of SLAMF1 in primary macrophages by >50% after 6 h of LPS stimulation, with an increase in the total SLAMF1 protein expression (Fig. 1, G and H; and Fig. S1 A).",L1: SLAMF1 is required for TLR4-mediated TRAM-TRIF–dependent signaling in human macrophages,,,,,
T114,G2,,Slamf1,Slamf1; signaling lymphocytic activation molecule family member 1; IPO-3; CD150; ESTM51; CDw150; Slam; SLAMF1; IPO3; SLAM,1,PMC4718992,https://pmc.ncbi.nlm.nih.gov/articles/PMC4718992/,Responses to Microbial Challenges by SLAMF Receptors,"SLAMF1 expression is induced by stimulation with either LPS or IL-1β and in phagocytes during active colitis (34, 55, 56).",,,,,,
T063,G2,yes,Tarm1,"Tarm1; T cell-interacting, activating receptor on myeloid cells 1; TARM1",1,PMC11702950,https://pmc.ncbi.nlm.nih.gov/articles/PMC11702950/,Macrophage autophagy protects against acute kidney injury by inhibiting renal inflammation through the degradation of TARM1,"Among these, TARM1, a newly identified member of the leukocyte immunoglobulin-like receptor family, was significantly upregulated in atg5−/− BMDMs compared to WT BMDMs after treatment with LPS and IFNG (Figure 5B, C).","Among these, TARM1, a newly identified member of the leukocyte immunoglobulin-like receptor family, was significantly upregulated in atg5−/− BMDMs compared to WT BMDMs after treatment with LPS and IFNG (Figure 5B, C).",,,,,
T006,G2,,Tmem200b,Tmem200b; transmembrane protein 200B; EG623230; TMEM200B; TTMB,13,PMC6990626,https://pmc.ncbi.nlm.nih.gov/articles/PMC6990626/,Transmembrane TNFα-Expressed Macrophage Membrane-Coated Chitosan Nanoparticles as Cancer Therapeutics,,,,,,,
T066,G2,,Tmem200b,Tmem200b; transmembrane protein 200B; EG623230; TMEM200B; TTMB,6,PMC5925582,https://pmc.ncbi.nlm.nih.gov/articles/PMC5925582/,p204 Is Required for Canonical Lipopolysaccharide-induced TLR4 Signaling in Mice,,,,,,,
T129,G2,yes,Tmem200b,Tmem200b; transmembrane protein 200B; EG623230; TMEM200B; TTMB,25,PMC7275413,https://pmc.ncbi.nlm.nih.gov/articles/PMC7275413/,Progranulin inhibits LPS-induced macrophage M1 polarization via NF-кB and MAPK pathways,,,,,,,
T116,G3,yes,Ccl4,Ccl4; C-C motif chemokine ligand 4; MIP-1B; MIP-1 beta; Mip1b; Scya4; AT744.1; Act-2; CCL4; MIP-1-beta; LAG1; SCYA4,1,PMC12904459,https://pmc.ncbi.nlm.nih.gov/articles/PMC12904459/,Csep1P protein from Campylobacter concisus induces a chemokine-dominant inflammatory state in macrophages and enhances proinflammatory response to gut bacteria,"In both THP-1-derived and human primary macrophages, Csep1P significantly increased the production of IL-8 and CCL4, while IL-1̢β and TNF-α were below the limit of detection. (b) LPS significantly increased the production of all four cytokines in THP-1-derived macrophages.","The levels of chemokines IL-8 and CCL4, and proinflammatory cytokines IL-1̢β and TNF-α in the supernatants of THP-1-derived macrophages stimulated with PMA for 2 days and primary human macrophages following incubation with Csep1P (10 μg/ml) or LPS (100 ng/ml) were measured using ELISA.",,,,,
T018,G3,,Ccl5,"Ccl5; C-C motif chemokine ligand 5; MuRantes; TCP228; SISd; Scya5; RANTES; CCL5; D17S136E; SCYA5; T-cell specific protein p288; T-cell specific RANTES protein; SIS-delta; regulated upon activation, normally T-expressed, and presumably secreted; beta-chemokine RANTES; small inducible cytokine subfamily A (Cys-Cys), member 5",11,PMC9159647,https://pmc.ncbi.nlm.nih.gov/articles/PMC9159647/,Deficiency of Lactoferrin aggravates lipopolysaccharide-induced acute inflammation via recruitment macrophage in mice,"Then, we tested the mRNA expression levels of macrophage-related chemokines Ccl2 and Ccl5 (two of the most important chemokines for macrophages) in the peritoneal cells, and found that the mRNA expression levels of Ccl2 and Ccl5 were significantly higher in Lf−/− mice than that in WT group after LPS injection (L51).","The littermate male WT and Lf−/− mice (6–8 weeks) were weighed and injected intraperitoneally with LPS (L9143, Sigma–Aldrich) at a dose of 4 mg/kg to induce acute inflammation response (or with an equal volume of PBS as the control group, each group n = 5) (L24).",,,,,
T016,G3,,Cd69,Cd69; CD69 antigen; CD69; CD69 molecule; CLEC2C,1,PMC10339090,https://pmc.ncbi.nlm.nih.gov/articles/PMC10339090/,The pro‐inflammatory signature of lipopolysaccharide in spontaneous contracting embryoid bodies differentiated from mouse embryonic stem cells,L42: Our data demonstrated that LPS treatment from Day 9 to Day 15 of embryoid body cell culture dose-dependent increased protein expression of CD68 (Figure 3A) and CD69 (Figure 3C).,L43: FIGURE 3: Expression of CD68 and CD69 in embryoid bodies treated with LPS.,,,,,
T044,G3,,Cd69,Cd69; CD69 antigen; CD69; CD69 molecule; CLEC2C,15,PMC3953056,https://pmc.ncbi.nlm.nih.gov/articles/PMC3953056/,Epigenetic profile in lipopolysaccharide-stimulated macrophages,,,,,,,
T081,G3,,Cd69,Cd69; CD69 antigen; CD69; CD69 molecule; CLEC2C,3,PMC6274997,https://pmc.ncbi.nlm.nih.gov/articles/PMC6274997/,Transcriptome Analysis Provides Insights into the Markers of Resting and LPS-Activated Macrophages in Grass Carp (Ctenopharyngodon idella),"When macrophages were activated by the treatment with LPS, the mRNA expression level of CD69 was increased.","To obtain activated phenotype (M(LPS)), the remaining macrophages were stimulated with 5 μg/mL LPS at the same time under the same conditions.",,,,,
T099,G3,,Cd69,Cd69; CD69 antigen; CD69; CD69 molecule; CLEC2C,2,PMC2196347,https://pmc.ncbi.nlm.nih.gov/articles/PMC2196347/,T Cell Stimulation In Vivo by Lipopolysaccharide (LPS),"First, high doses of LPS caused upregulation of CD69 not only on CD8+ cells and B cells (as expected from the BrdU labeling studies) but also on CD4+ cells.","In both experiments, PBS or LPS was injected intravenously into B6 mice, and LN and spleen cells were analyzed 1 d later.",,,,,
T094,G3,yes,Col27a1,"Col27a1; collagen, type XXVII, alpha 1; COL27A1; collagen type XXVII alpha 1 chain",8,PMC13199726,https://pmc.ncbi.nlm.nih.gov/articles/PMC13199726/,Exosomal miR-148a-3p from LPS-Activated Macrophages Promotes M1 Polarization and Ferroptosis-Related Characteristics of Recipient Macrophages by Reducing SLC7A11,,,,,,,
T033,G3,yes,Cxcl3,Cxcl3; C-X-C motif chemokine ligand 3; Dcip1; CXCL3; SCYB3; GROg; MIP-2b; CINC-2b; GRO3,11,PMC9225349,https://pmc.ncbi.nlm.nih.gov/articles/PMC9225349/,Anti-Inflammatory Effects of Cicadidae Periostracum Extract and Oleic Acid through Inhibiting Inflammatory Chemokines Using PCR Arrays in LPS-Induced Lung inflammation In Vitro,"L38: The mRNA expression levels of chemokines CCL20, CXCL5, CXCL1, CCL2, CXCL10, CXCL11, CCL7, IL-6, CXCL3, CCL17 CXCL2, CCL8, CCRL2, TLR2, PPBP (CXCL7), CCL4, CCL5, and CCL9 were significantly increased in the LPS-stimulated group compared with the normal group.",L37: 3.1.1. The Gene Expression Profiles of Chemokines and Their Receptors in LPS Stimulated Lung Epithelial Cells Using Mouse Chemokines and Receptors RT2 Profiler PCR Arrays,,,,,
T109,G3,,Cxcl9,Cxcl9; C-X-C motif chemokine ligand 9; Scyb9; crg-10; CXCL9; SCYB9; Humig,5,PMC12068771,https://pmc.ncbi.nlm.nih.gov/articles/PMC12068771/,Vagus nerve modulates acute-on-chronic liver failure progression via CXCL9,"Human macrophages were treated with ACh or with genetic knockout of ̇alpha7 nAChR, and Mock-KO was used as control. Then these macrophages were co-incubated with LPS for two hours and the CXCL9 concentration in supernatant was assessed using immunofluorescence staining.","Human macrophages were treated with ACh or with genetic knockout of ̇alpha7 nAChR, and Mock-KO was used as control. Then these macrophages were co-incubated with LPS for two hours and the CXCL9 concentration in supernatant was assessed using immunofluorescence staining.",,,,,
T023,G3,,Gbp6,Gbp6; guanylate binding protein 6; Mpa2l; GBP6; guanylate binding protein family member 6,20,PMC4446742,https://pmc.ncbi.nlm.nih.gov/articles/PMC4446742/,Endotoxin-Binding Peptides Derived from Casein Glycomacropeptide Inhibit Lipopolysaccharide-Stimulated Inflammatory Responses via Blockade of NF-κB activation in macrophages,,,,,,,
T045,G3,,Gbp6,Gbp6; guanylate binding protein 6; Mpa2l; GBP6; guanylate binding protein family member 6,15,PMC10104521,https://pmc.ncbi.nlm.nih.gov/articles/PMC10104521/,LPS-aggregating proteins GBP1 and GBP2 are each sufficient to enhance caspase-4 activation both in cellulo and in vitro,,,,,,,
T047,G3,,Gbp6,Gbp6; guanylate binding protein 6; Mpa2l; GBP6; guanylate binding protein family member 6,5,PMC6600649,https://pmc.ncbi.nlm.nih.gov/articles/PMC6600649/,Human GBP1 is a microbe‐specific gatekeeper of macrophage apoptosis and pyroptosis,,,,,,,
T038,G3,,Hdc,Hdc; histidine decarboxylase; Hdc-s; Hdc-e; Hdc-c; Hdc-a; L-histidine decarboxylase,7,PMC5763578,https://pmc.ncbi.nlm.nih.gov/articles/PMC5763578/,Histone deacetylase 2 (HDAC2) attenuates lipopolysaccharide (LPS)-induced inflammation by regulating PAI-1 expression,"RAW264.7 cells transfected with HDAC2 showed around a 1.5-fold increase in HDAC2 protein expression, when compared to the cells transfected with the vector control (Fig. 2a).","RAW264.7 cells were transfected with HDAC2 expression vector for 48 h, and then stimulated with 100 ng/ml LPS for 2 h.",,,,,
T055,G3,,Hdc,Hdc; histidine decarboxylase; Hdc-s; Hdc-e; Hdc-c; Hdc-a; L-histidine decarboxylase,9,PMC6821885,https://pmc.ncbi.nlm.nih.gov/articles/PMC6821885/,Lipopolysaccharide-induced expansion of histidine decarboxylase-expressing Ly6G+ myeloid cells identified by exploiting histidine decarboxylase BAC-GFP transgenic mice,Quantitative RT-PCR analysis demonstrated that the endogenous Hdc mRNA level was increased 6.1-fold in the lung at 4 hours after LPS administration (L33).,"Sepsis was induced by intraperitoneal (i.p.) injection of lipopolysaccharide (LPS; Sigma-Aldrich, St. Louis, Missouri) at a dose of 1 mg/kg or 10 mg/kg body weight. Four hours after the LPS injection, all analyses were performed (L59).",,,,,
T083,G3,,Hdc,Hdc; histidine decarboxylase; Hdc-s; Hdc-e; Hdc-c; Hdc-a; L-histidine decarboxylase,10,PMC7497259,https://pmc.ncbi.nlm.nih.gov/articles/PMC7497259/,Histamine and histidine decarboxylase: Immunomodulatory functions and regulatory mechanisms,"Mass spectrometry analysis showed that the GFP fluorescence level was increased in parallel with the increased histamine synthesis in the neutrophils upon LPS administration (Takai et al., 2019).",We induced sepsis in the Hdc-BAC-GFP mouse by LPS administration and examined whether the tissue distribution and the number of histamine-producing cells were altered.,,,,,
T103,G3,,Hdc,Hdc; histidine decarboxylase; Hdc-s; Hdc-e; Hdc-c; Hdc-a; L-histidine decarboxylase,4,PMC11221109,https://pmc.ncbi.nlm.nih.gov/articles/PMC11221109/,Myeloid-specific Hdac10 deletion protects against LPS-induced acute lung injury via P62 acetylation at lysine 165,Our findings revealed an obvious increase of HDAC10 mRNA levels in LPS-exposed ALI mice lung tissues compared to those of normal controls (Fig. 1A).,"To determine whether HDAC10 is involved in LPS-treated ALI, we initially detected HDAC10 expression in ALI mice lung tissues.",,,,,
T007,G3,yes,Ifi205,Ifi205; interferon activated gene 205; MNDA; myeloid cell nuclear differentiation antigen; PYHIN3; PYHIN1; pyrin and HIN domain family member 1; IFIX,5,PMC4378362,https://pmc.ncbi.nlm.nih.gov/articles/PMC4378362/,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,"The mid and mid-to-late transcriptional changes contain the hallmarks of classical macrophage activation; the up-regulated genes include type-I IFN response genes (Ifi204, Ifi205, Ifi35, Ifi47, Ifih1, Ifit1, Ifit2, Ifit3), ILs (Il12a, Il18, Il27, Il7), solute carriers (Slc11a, Slc15a3, Slc25a12, Slc25a22, Slc25a43, Slc26a2), pattern recognition receptors (Tlr3, Tlr6, Tlr7, Tlr8, Nod1, Nod2, Aim2), and chemokines (Ccl3, Ccl4, Ccl8, Ccl17, Ccl22, Cxcl3, Cxcl9, Cxcl10, Cxcl11, Cxcl16; Supplemental Table 2).","The genome-wide transcriptional response of macrophages to LPS has been examined previously [10, [39], 40]. We set out to examine the LPS response using the latest generation of whole genome microarray technology and more advanced computation analytical methods.",,,,,
T101,G3,,Ifi205,Ifi205; interferon activated gene 205; MNDA; myeloid cell nuclear differentiation antigen; PYHIN3; PYHIN1; pyrin and HIN domain family member 1; IFIX,3,PMC12518975,https://pmc.ncbi.nlm.nih.gov/articles/PMC12518975/,Six Interferon-Stimulated Genes as Biomarkers of M1 Macrophage Polarization in Psoriasis,,,,,,,
T039,G3,,Il27,Il27; interleukin 27; IL-27; Il30; IL-27p28; IL27; IL27p28; IL-27A; IL27A; IL30,17,PMC2118415,https://pmc.ncbi.nlm.nih.gov/articles/PMC2118415/,Regulation of IL-27 p28 gene expression in macrophages through MyD88- and interferon-γ–mediated pathways,L16: The data showed that whereas IFN-Γ alone stimulated p28 protein secretion kinetically (Fig. 1 A) LPS induced ∶10-fold greater levels of p28 in a kinetics faster than that of IFN-Γ stimulation (Fig. 1 B).,L17: Figure 1.: Expression of p28 protein and mRNA in macrophages. The production of IL-27 p28 was measured by ELISA from cell-free supernatants of mouse peritoneal macrophage cultures (0.5  106 cells in 1 ml) stimulated with IFN-Γ (A) and LPS (B) or primed with IFN-Γ for 16 h followed by LPS stimulation (B) for the indicated times in hours.,,,,,
T078,G3,yes,Inhba,Inhba; inhibin beta-A; activin beta-A; INHBA; inhibin subunit beta A,1,PMC12043092,https://pmc.ncbi.nlm.nih.gov/articles/PMC12043092/,Activin A activation of Smad3 mitigates innate inflammation in mouse models of psoriasis and sepsis,"Strikingly, the mRNA of Inhba (encoding activin A) and the protein levels of activin A were both markedly increased with a peak at 6 hours (Figure 2, A and B).",RT-qPCR analysis in macrophages stimulated by LPS.,,,,,
T125,G3,,Inhba,Inhba; inhibin beta-A; activin beta-A; INHBA; inhibin subunit beta A,12,PMC3953056,https://pmc.ncbi.nlm.nih.gov/articles/PMC3953056/,Epigenetic profile in lipopolysaccharide-stimulated macrophages,,,,,,,
T015,G3,yes,Itgb8,Itgb8; integrin beta 8; D630049N15; ITGB8; integrin subunit beta 8,9,PMC5439516,https://pmc.ncbi.nlm.nih.gov/articles/PMC5439516/,Inflammatory cues enhance TGFβ activation by distinct subsets of human intestinal dendritic cells via integrin αvβ8,"We found that the TLR4 ligand lipopolysaccharide caused significant upregulation of integrin αvβ8 expression on moDC, which was not apparent with agonists for TLR1/2 (Pam3CSK4), TLR3 (Poly I:C), TLR5 (flagellin), or TLR7 (Imiquimod) (Figure 4b).","Human moDCs were treated for 48 h with ligands for TLR1/2 (Pam3CSK), TLR3 (Poly I:C), TLR4 (LPS), TLR5 (Flagellin), TLR7 (Imiquimod), or TLR8 (ssRNA40), and integrin αvβ8 expression was analyzed by flow cytometry.",,,,,
T009,G3,yes,Rasgrp1,Rasgrp1; RAS guanyl releasing protein 1; RASGRP1; CalDAG-GEFII; RASGRP; calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II,1,PMC4143924,https://pmc.ncbi.nlm.nih.gov/articles/PMC4143924/,RasGRP3 limits Toll-like receptor-triggered inflammatory response in macrophages by activating Rap1 small GTPase,"In addition, we found that RasGRP2 and RasGRP4 were downregulated while RasGRP1 was upregulated by LPS, Poly (I:C) or CpG ODN (Supplementary Fig. 1).","By examining the expression profiles of RasGRP1–4 in mouse peritoneal macrophages and mouse bone marrow-derived macrophages, we found that RasGRP3 showed the highest expression level, sequentially followed by RasGRP2 or RasGRP4 (Fig. 1a,b).",,,,,
T025,G3,yes,Rasgrp1,Rasgrp1; RAS guanyl releasing protein 1; RASGRP1; CalDAG-GEFII; RASGRP; calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II,3,PMC8860163,https://pmc.ncbi.nlm.nih.gov/articles/PMC8860163/,RasGRP Exacerbates Lipopolysaccharide-Induced Acute Kidney Injury Through Regulation of ERK Activation,"We found that after LPS stimulation, the level of RasGRP continued to increase over time in mouse macrophages (Figure 1C and 1D).","C, The mRNA level of RasGRP in bone marrow–derived macrophages (BMDMs) stimulated with lipopolysaccharide (LPS) (100 ng/mL) was detected by qPCR for the indicated time points (n = 6).",,,,,
T075,G3,,Rasgrp1,Rasgrp1; RAS guanyl releasing protein 1; RASGRP1; CalDAG-GEFII; RASGRP; calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II,2,bio_eb63fe517001,https://www.biorxiv.org/search/Ras%20guanine%20nucleotide%20exchange%20factor%20RasGRP1%20promotes%20acute%20inflammatory%20response%20and%20restricts%20inflammation-contribut,Ras guanine nucleotide exchange factor RasGRP1 promotes acute inflammatory response and restricts inflammation-contributed cancer cell growth,"To determine whether RasGRP1 is coexpressed with IL-6 during acute inflammatory response, we treated mouse peritoneal macrophages with gradient doses of LPS and observed that RasGRP1 and IL-6 were significantly upregulated in a dose-dependent manner ( Fig. 2a ).","Quantitative PCR (Q-PCR) analysis of IL-6 and RasGRP1 mRNA expression in peritoneal macrophages treated with different doses of LPS (0, 1, 10 or 100 ng/ml) ( a ), Poly (I:C) (0, 5, 20 or 80 μg/ml) ( b ), or CpG ODN (0, 1, 3 or 9 μg/ml) ( c ) for 6h.",,,,,
T037,G3,,Rsad2,"Rsad2; radical S-adenosyl methionine domain containing 2; Vig1; cig5; viperin; RSAD2; vig1; Viperin; virus-inhibitory protein, endoplasmic reticulum–associated, interferon-inducible",1,PMC12357613,https://pmc.ncbi.nlm.nih.gov/articles/PMC12357613/,Downregulated RSAD2 Attenuates the Apoptosis of LPS-Stimulated RAW264.7 via NF-κB Signaling Pathway,Western blot showed that the protein expression level of RSAD2 was significantly upregulated in the LPS-induced RAW264.7 cells (Figure 1E and F).,"To validate the bioinformatics analysis results, RAW264.7 cells were stimulated with LPS, and the genes with the most significant logFC differences identified in the sequencing data were selected for qPCR validation.",,,,,
T112,G3,yes,Rsad2,"Rsad2; radical S-adenosyl methionine domain containing 2; Vig1; cig5; viperin; RSAD2; vig1; Viperin; virus-inhibitory protein, endoplasmic reticulum–associated, interferon-inducible",14,PMC6070531,https://pmc.ncbi.nlm.nih.gov/articles/PMC6070531/,Rsad2 is necessary for mouse dendritic cell maturation via the IRF7-mediated signaling pathway,"L21: The results showed that Rsad2 was expressed by mDCs (Fig. 1a, b, respectively). In addition, western blotting showed that mDCs expressed more Rsad2 protein than imDCs (Fig. 1c).",L21: These cells were treated with LPS to generate mDCs and mRNA was extracted for reverse transcriptase (RT)-PCR and real-time PCR.,,,,,
